Alias,ID,Name,Year,,
BK109,(R26),"Urban Strategies, Inc.",FY14,,
BK110,(R29),Bed-Stuy Campaign Against Hunger,FY10,,
BK110,(R29),Bed-Stuy Campaign Against Hunger,FY11,,
BK110,(R29),Bed-Stuy Campaign Against Hunger,FY12,,
BK110,(R29),Bed-Stuy Campaign Against Hunger,FY13,,
BK110,(R29),Bed-Stuy Campaign Against Hunger,FY14,,
BK111,(R30),Church of God of Salvation,FY10,,
BK111,(R30),Church of God of Salvation,FY11,,
BK111,(R30),Church of God of Salvation,FY12,,
BK111,(R30),Church of God of Salvation,FY13,,
BK111,(R30),Church of God of Salvation,FY14,,
BK112,(R31),Greene Avenue Senior Houses,FY10,,
BK112,(R31),Greene Avenue Senior Houses,FY11,,
BK112,(R31),Greene Avenue Senior Houses,FY12,,
BK112,(R31),Greene Avenue Senior Houses,FY13,,
BK112,(R31),Greene Avenue Senior Houses,FY14,,
BK113,(R32),Christian Fellowship SDA Church,FY10,,
BK113,(R32),Christian Fellowship SDA Church,FY11,,
BK113,(R32),Christian Fellowship SDA Church,FY12,,
BK113,(R32),Christian Fellowship SDA Church,FY13,,
BK113,(R32),Christian Fellowship SDA Church,FY14,,
BK114,(R33),Community Lounge Senior Ctr/Friendly Soup Kitchen,FY10,,
BK114,(R33),Community Lounge Senior Ctr/Friendly Soup Kitchen,FY11,,
BK114,(R33),Community Lounge Senior Ctr/Friendly Soup Kitchen,FY12,,
BK114,(R33),Community Lounge Senior Ctr/Friendly Soup Kitchen,FY13,,
BK114,(R33),Community Lounge Senior Ctr/Friendly Soup Kitchen,FY14,,
BK115,(R34),Urban Strategies Maternity Res.,FY10,,
BK115,(R34),Urban Strategies Maternity Res.,FY11,,
BK115,(R34),Urban Strategies Maternity Res.,FY12,,
BK116,(R35),Church of God,FY10,,
BK116,(R35),Church of God,FY11,,
BK116,(R35),Church of God,FY12,,
BK116,(R35),Church of God,FY13,,
BK117,(R36),"St. Augustine American Catholic Church, Inc.",FY10,,
BK117,(R36),"St. Augustine American Catholic Church, Inc.",FY11,,
BK117,(R36),"St. Augustine American Catholic Church, Inc.",FY12,,
BK117,(R36),"St. Augustine American Catholic Church, Inc.",FY13,,
BK117,(R36),St. Augustine American Catholic Church Inc.,FY14,,
BK118,(R37),Zion Shiloh Baptist Church,FY10,,
BK118,(R37),Zion Shiloh Baptist Church,FY11,,
BK118,(R37),Zion Shiloh Baptist Church,FY12,,
BK119,(R38),True Holy Church,FY10,,
BK119,(R38),True Holy Church,FY11,,
BK119,(R38),True Holy Church,FY12,,
BK119,(R38),True Holy Church,FY13,,
BK119,(R38),True Holy Church,FY14,,
BK12,(R40),Hanson Place SDA Community Service,FY10,,
BK12,(R40),Hanson Place SDA Community Service,FY11,,
BK12,(R40),Hanson Place SDA Community Service,FY12,,
BK12,(R40),Hanson Place SDA Community Service,FY13,,
BK12,(R40),Hanson Place SDA Community Service,FY14,,
BK120,(R41),Mount Olive House,FY10,,
BK120,(R41),Mount Olive House,FY11,,
BK120,(R41),Mount Olive House,FY12,,
BK120,(R41),Mount Olive House,FY13,,
BK120,(R41),Mount Olive House,FY14,,
BK123,(R42),Mount Paran Baptist Church,FY10,,
BK123,(R42),Mount Paran Baptist Church,FY11,,
BK123,(R42),Mount Paran Baptist Church,FY12,,
BK123,(R42),Mount Paran Baptist Church,FY13,,
BK123,(R42),Mount Paran Baptist Church,FY14,,
BK124,(R43),Calvary Pentecostal Church,FY10,,
BK124,(R43),Calvary Pentecostal Church,FY11,,
BK124,(R43),Calvary Pentecostal Church,FY12,,
BK124,(R43),Calvary Pentecostal Church,FY13,,
BK124,(R43),Calvary Pentecostal Church,FY14,,
BK125,(R44),Puerto Rican Family Inst.,FY10,,
BK125,(R44),Puerto Rican Family Inst.,FY11,,
BK125,(R44),Puerto Rican Family Inst.,FY12,,
BK126,(R45),Macedonia Church of Christ,FY10,,
BK126,(R45),Macedonia Church of Christ,FY11,,
BK126,(R45),Macedonia Church of Christ,FY12,,
BK127,(R46),Brown Memorial Baptist Church,FY10,,
BK127,(R46),Brown Memorial Baptist Church,FY11,,
BK127,(R46),Brown Memorial Baptist Church,FY12,,
BK127,(R46),Brown Memorial Baptist Church,FY13,,
BK127,(R46),Brown Memorial Baptist Church,FY14,,
BK129,(R48),Shiloh SDA Church,FY10,,
BK129,(R48),Shiloh SDA Church,FY11,,
BK129,(R48),Shiloh SDA Church,FY12,,
BK129,(R48),Shiloh SDA Church,FY13,,
BK129,(R48),Shiloh SDA Church,FY14,,
BK13,(R50),St. John's Bread and Life Program,FY10,,
BK13,(R50),St. John's Bread and Life Program,FY11,,
BK13,(R50),St. John's Bread and Life Program,FY12,,
BK13,(R50),St. John's Bread and Life Program,FY13,,
BK13,(R50),St. John's Bread and Life Program,FY14,,
BK130,(R51),"Mizpah Assemblies, Inc.",FY10,,
BK130,(R51),"Mizpah Assemblies, Inc.",FY11,,
BK130,(R51),"Mizpah Assemblies, Inc.",FY12,,
BK130,(R51),"Mizpah Assemblies, Inc.",FY13,,
BK130,(R51),Mizpah Assemblies Inc.,FY14,,
BK131,(R52),Redemption Community World Ministry,FY10,,
BK131,(R52),Redemption Community World Ministry,FY11,,
BK131,(R52),Redemption Community World Ministry,FY12,,
BK131,(R52),Redemption Community World Ministry,FY13,,
BK131,(R52),Redemption Community World Ministry,FY14,,
BK132,(R53),Flatbush Dutch Reformed Church,FY10,,
BK134,(R55),St. Thomas Episopal Church,FY10,,
BK134,(R55),St. Thomas Episopal Church,FY11,,
BK134,(R55),St. Thomas Episopal Church,FY12,,
BK135,(R56),St. Phillip's Episcopal Church,FY10,,
BK135,(R56),St. Phillip's Episcopal Church,FY11,,
BK135,(R56),St. Phillip's Episcopal Church,FY12,,
BK135,(R56),St. Phillip's Episcopal Church,FY13,,
BK135,(R56),St. Phillip's Episcopal Church,FY14,,
BK136,(R57),Northeastern Brooklyn Department of S.S.,FY10,,
BK136,(R57),Northeastern Brooklyn Department of S.S.,FY11,,
BK136,(R57),Northeastern Brooklyn Department of S.S.,FY12,,
BK136,(R57),Northeastern Brooklyn Department of S.S.,FY13,,
BK136,(R57),Northeastern Brooklyn Department of S.S.,FY14,,
BK137,(R58),"More Grace Redemptive Center, Inc.",FY10,,
BK137,(R58),"More Grace Redemptive Center, Inc.",FY11,,
BK137,(R58),"More Grace Redemptive Center, Inc.",FY12,,
BK137,(R58),"More Grace Redemptive Center, Inc.",FY13,,
BK137,(R58),More Grace Redemptive Center Inc.,FY14,,
BK138,(R59),Thurston Memorial Outreach Ministries,FY10,,
BK138,(R59),Thurston Memorial Outreach Ministries,FY11,,
BK138,(R59),Thurston Memorial Outreach Ministries,FY12,,
BK138,(R59),Thurston Memorial Outreach Ministries,FY13,,
BK138,(R59),Thurston Memorial Outreach Ministries,FY14,,
BK14,(R62),St. Matthew's RC Church,FY10,,
BK14,(R62),St. Matthew's RC Church,FY11,,
BK14,(R62),St. Matthew's RC Church,FY12,,
BK14,(R62),St. Matthew's RC Church,FY13,,
BK140,(R63),Quincy Community Services,FY10,,
BK140,(R63),Quincy Community Services,FY11,,
BK140,(R63),Quincy Community Services,FY12,,
BK140,(R63),Quincy Community Services,FY13,,
BK140,(R63),Mount Sinai Baptist Church,FY14,,
BK141,(R64),Gethsemane Baptist Church of Deliverance,FY10,,
BK141,(R64),Gethsemane Baptist Church of Deliverance,FY11,,
BK141,(R64),Gethsemane Baptist Church of Deliverance,FY12,,
BK141,(R64),Gethsemane Baptist Church of Deliverance,FY13,,
BK142,(R65),Hebron SDA French Church,FY10,,
BK142,(R65),Hebron SDA French Church,FY11,,
BK142,(R65),Hebron SDA French Church,FY12,,
BK142,(R65),Hebron SDA French Church,FY13,,
BK142,(R65),Hebron SDA French Church,FY14,,
BK143,(R66),New World Creation Resource Center,FY10,,
BK143,(R66),New World Creation Resource Center,FY11,,
BK143,(R66),New World Creation Resource Center,FY12,,
BK143,(R66),New World Creation Resource Center,FY13,,
BK144,(R67),Haitian Evangelical Clergy,FY10,,
BK145,(R68),"Cathedral of Joy Church of God, Inc.",FY10,,
BK145,(R68),"Cathedral of Joy Church of God, Inc.",FY11,,
BK145,(R68),"Cathedral of Joy Church of God, Inc.",FY12,,
BK145,(R68),"Cathedral of Joy Church of God, Inc.",FY13,,
BK145,(R68),Cathedral of Joy Church of God Inc.,FY14,,
BK147,(R70),El Divino Salvador,FY10,,
BK147,(R70),El Divino Salvador,FY11,,
BK147,(R70),El Divino Salvador,FY12,,
BK147,(R70),El Divino Salvador,FY13,,
BK147,(R70),El Divino Salvador,FY14,,
BK148,(R71),Eglise La Verite - Zion Church of the Truth,FY10,,
BK148,(R71),Eglise La Verite - Zion Church of the Truth,FY11,,
BK148,(R71),Eglise La Verite - Zion Church of the Truth,FY12,,
BK148,(R71),Eglise La Verite - Zion Church of the Truth,FY13,,
BK148,(R71),Zion Church of the Truth Community Service,FY14,,
BK149,(R72),Unity Faith Outreach,FY10,,
BK149,(R72),Unity Faith Outreach,FY11,,
BK149,(R72),Unity Faith Outreach,FY12,,
BK149,(R72),Unity Faith Outreach,FY13,,
BK149,(R72),Unity Faith Outreach,FY14,,
BK150,(R74),Urban Strategies TASA Program,FY10,,
BK150,(R74),Urban Strategies TASA Program,FY11,,
BK150,(R74),Urban Strategies TASA Program,FY12,,
BK151,(R75),St. Stephen Outreach,FY10,,
BK151,(R75),St. Stephen Outreach,FY11,,
BK151,(R75),St. Stephen Outreach,FY12,,
BK151,(R75),St. Stephen Outreach,FY13,,
BK151,(R75),St. Stephen Outreach,FY14,,
BK154,(R77),Mt. Moriah Church of God In Christ,FY10,,
BK154,(R77),Mt. Moriah Church of God In Christ,FY11,,
BK154,(R77),Mt. Moriah Church of God In Christ,FY12,,
BK154,(R77),Mt. Moriah Church of God In Christ,FY13,,
BK155,(R78),Caring Community Hope,FY10,,
BK155,(R78),Caring Community Hope,FY11,,
BK155,(R78),Caring Community Hope,FY12,,
BK156,(R79),"Church of God, Inc.",FY10,,
BK156,(R79),"Church of God, Inc.",FY11,,
BK156,(R79),"Church of God, Inc.",FY12,,
BK156,(R79),"Church of God, Inc.",FY13,,
BK156,(R79),Church of God Inc.,FY14,,
BK157,(R80),Gethsemane SDA Church,FY13,,
BK16,(R84),All People's Church of The Apostolic Faith,FY10,,
BK16,(R84),All People's Church of The Apostolic Faith,FY11,,
BK16,(R84),All People's Church of The Apostolic Faith,FY12,,
BK16,(R84),All People's Church of The Apostolic Faith,FY13,,
BK16,(R84),All People's Church of The Apostolic Faith,FY14,,
BK160,(R85),International Pentecostal City Mission,FY10,,
BK160,(R85),International Pentecostal City Mission,FY11,,
BK160,(R85),International Pentecostal City Mission,FY12,,
BK160,(R85),International Pentecostal City Mission,FY13,,
BK160,(R85),International Pentecostal City Mission,FY14,,
BK161,(R86),Mount Sinai Spiritual Church of God,FY10,,
BK161,(R86),Mount Sinai Spiritual Church of God,FY11,,
BK163,(R88),Our Lady of Refuge R.C. Church,FY10,,
BK163,(R88),Our Lady of Refuge R.C. Church,FY11,,
BK163,(R88),Our Lady of Refuge R.C. Church,FY12,,
BK163,(R88),Our Lady of Refuge R.C. Church,FY13,,
BK163,(R88),Our Lady of Refuge R.C. Church,FY14,,
BK164,(R89),Stuyvesant Heights Christian Center,FY10,,
BK164,(R89),Stuyvesant Heights Christian Center,FY11,,
BK164,(R89),Stuyvesant Heights Christian Center,FY12,,
BK164,(R89),Stuyvesant Heights Christian Center,FY13,,
BK164,(R89),Stuyvesant Heights Christian Center,FY14,,
BK167,(R92),Ammi Evangelical Baptist Church,FY10,,
BK167,(R92),Ammi Evangelical Baptist Church,FY11,,
BK167,(R92),Ammi Evangelical Baptist Church,FY12,,
BK167,(R92),Ammi Evangelical Baptist Church,FY13,,
BK167,(R92),Ammi Evangelical Baptist Church,FY14,,
BK168,(R93),New Life SDA Church,FY10,,
BK168,(R93),New Life SDA Church,FY11,,
BK168,(R93),New Life SDA Church,FY12,,
BK168,(R93),New Life SDA Church,FY13,,
BK168,(R93),New Life SDA Church,FY14,,
BK171,(R96),Church of God in Christ on the Hill,FY10,,
BK171,(R96),Church of God in Christ on the Hill,FY11,,
BK171,(R96),Church of God in Christ on the Hill,FY12,,
BK171,(R96),Church of God in Christ on the Hill,FY13,,
BK171,(R96),Church of God in Christ on the Hill,FY14,,
BK172,(R97),Cuyler Warren United Methodist Church,FY10,,
BK172,(R97),Cuyler Warren United Methodist Church,FY11,,
BK172,(R97),Cuyler Warren United Methodist Church,FY12,,
BK175,(R99),Emmaus S.D.A. Church,FY10,,
BK175,(R99),Emmaus S.D.A. Church,FY11,,
BK175,(R99),Emmaus S.D.A. Church,FY12,,
BK175,(R99),Emmaus S.D.A. Church,FY13,,
BK175,(R99),Emmaus S.D.A. Church,FY14,,
BK177,(R101),Newman Memorial United Methodist Church,FY10,,
BK177,(R101),Newman Memorial United Methodist Church,FY11,,
BK177,(R101),Newman Memorial United Methodist Church,FY12,,
BK177,(R101),Newman Memorial United Methodist Church,FY13,,
BK177,(R101),Newman Memorial United Methodist Church,FY14,,
BK178,(R102),Union Baptist Church Community Feeding Program,FY10,,
BK178,(R102),Union Baptist Church Community Feeding Program,FY11,,
BK178,(R102),Union Baptist Church Community Feeding Program,FY12,,
BK178,(R102),Union Baptist Church Community Feeding Program,FY13,,
BK178,(R102),Union Baptist Church Community,FY14,,
BK180,(R104),New Life Tabernacle Inc.- Family Life Center,FY10,,
BK180,(R104),New Life Tabernacle Inc.- Family Life Center,FY11,,
BK180,(R104),New Life Tabernacle Inc.- Family Life Center,FY12,,
BK180,(R104),New Life Tabernacle Inc.- Family Life Center,FY13,,
BK181,(R105),Agape Social Services-Beulah Church,FY10,,
BK181,(R105),Agape Social Services-Beulah Church,FY11,,
BK181,(R105),Agape Social Services-Beulah Church,FY12,,
BK181,(R105),Agape Social Services-Beulah Church,FY13,,
BK181,(R105),Agape Social Services-Beulah Church,FY14,,
BK183,(R107),SA - Sunset Park Corps,FY10,,
BK183,(R107),SA - Sunset Park Corps,FY11,,
BK183,(R107),SA - Sunset Park Corps,FY12,,
BK183,(R107),SA - Sunset Park Corps,FY13,,
BK183,(R107),SA - Sunset Park Corps,FY14,,
BK184,(R108),ACT Community Development Corps,FY10,,
BK184,(R108),ACT Community Development Corps,FY11,,
BK184,(R108),ACT Community Development Corps,FY12,,
BK184,(R108),ACT Community Development Corps,FY13,,
BK184,(R108),ACT Community Development Corps,FY14,,
BK185,(R109),Rescue Ministries Brooklyn,FY10,,
BK185,(R109),Rescue Ministries Brooklyn,FY11,,
BK186,(R110),Worldwide Evangelical Outreach,FY10,,
BK186,(R110),Worldwide Evangelical Outreach,FY11,,
BK186,(R110),Worldwide Evangelical Outreach,FY12,,
BK186,(R110),Worldwide Evangelical Outreach,FY13,,
BK186,(R110),Worldwide Evangelical Outreach,FY14,,
BK187,(R111),Good News Deliverance Tabernacle,FY10,,
BK187,(R111),Good News Deliverance Tabernacle,FY11,,
BK187,(R111),Good News Deliverance Tabernacle,FY12,,
BK187,(R111),Good News Deliverance Tabernacle,FY13,,
BK187,(R111),Good News Deliverance Tabernacle,FY14,,
BK188,(R112),Brownsville SDA Church,FY10,,
BK188,(R112),Brownsville SDA Church,FY11,,
BK188,(R112),Brownsville SDA Church,FY12,,
BK188,(R112),Brownsville SDA Church,FY13,,
BK188,(R112),Brownsville SDA Church,FY14,,
BK19,(R114),Euclid 500 Block Association,FY10,,
BK19,(R114),Euclid 500 Block Association,FY11,,
BK190,(R115),St. Stephen Outreach,FY10,,
BK190,(R115),St. Stephen Outreach,FY11,,
BK193,(R118),Overcoming-Love Ministries Pulaski Family Residence,FY10,,
BK193,(R118),Overcoming-Love Ministries Pulaski Family Residence,FY11,,
BK193,(R118),Overcoming-Love Ministries Pulaski Family Residence,FY12,,
BK193,(R118),Overcoming-Love Ministries Pulaski Family Residence,FY13,,
BK193,(R118),Overcoming-Love Ministries Pulaski Family Residence,FY14,,
BK194,(R119),Movement of Pentecostal,FY10,,
BK194,(R119),Movement of Pentecostal,FY11,,
BK194,(R119),Movement of Pentecostal,FY12,,
BK194,(R119),Movement of Pentecostal,FY13,,
BK194,(R119),Movement of Pentecostal,FY14,,
BK196,(R121),Horeb SDA Church - Food Pantry,FY10,,
BK196,(R121),Horeb SDA Church - Food Pantry,FY11,,
BK196,(R121),Horeb SDA Church - Food Pantry,FY12,,
BK196,(R121),Horeb SDA Church - Food Pantry,FY13,,
BK196,(R121),Horeb SDA Church - Food Pantry,FY14,,
BK197,(R122),Brooklyn Rescue Mission,FY10,,
BK197,(R122),Brooklyn Rescue Mission,FY11,,
BK197,(R122),Brooklyn Rescue Mission,FY12,,
BK197,(R122),Brooklyn Rescue Mission,FY13,,
BK197,(R122),Brooklyn Rescue Mission,FY14,,
BK198,(R123),Sanctified Church of God,FY10,,
BK198,(R123),Sanctified Church of God,FY11,,
BK198,(R123),Sanctified Church of God,FY12,,
BK198,(R123),Sanctified Church of God,FY13,,
BK199,(R124),Bethel Sunshine Camp,FY10,,
BK199,(R124),Bethel Sunshine Camp,FY11,,
BK199,(R124),Bethel Sunshine Camp,FY12,,
BK199,(R124),Bethel Sunshine Camp,FY13,,
BK199,(R124),Bethel Sunshine Camp,FY14,,
BK20,(R125),The Center for Family Life,FY10,,
BK20,(R125),The Center for Family Life,FY11,,
BK20,(R125),The Center for Family Life,FY12,,
BK20,(R125),The Center for Family Life,FY13,,
BK20,(R125),The Center for Family Life,FY14,,
BK200,(R126),Child Development Support Corporation,FY10,,
BK200,(R126),Child Development Support Corporation,FY11,,
BK200,(R126),Child Development Support Corporation,FY12,,
BK200,(R126),Child Development Support Corporation,FY13,,
BK200,(R126),Child Development Support Corporation,FY14,,
BK201,(R689),"Holy Innocent Church, Inc.",FY10,,
BK201,(R689),"Holy Innocent Church, Inc.",FY11,,
BK201,(R689),"Holy Innocent Church, Inc.",FY12,,
BK201,(R689),"Holy Innocent Church, Inc.",FY13,,
BK201,(R689),Holy Innocent Church Inc.,FY14,,
BK202,(R690),CAMBA -Beyond Hunger Emergency Food Pantry,FY10,,
BK202,(R690),CAMBA -Beyond Hunger Emergency Food Pantry,FY11,,
BK202,(R690),CAMBA -Beyond Hunger Emergency Food Pantry,FY12,,
BK202,(R690),CAMBA -Beyond Hunger Emergency Food Pantry,FY13,,
BK202,R690,CAMBA -Beyond Hunger Emergency Food Pantry,FY14,,
BK203,(R691),"The Church of God Seventh Day Pentecostal, Inc.",FY10,,
BK203,(R691),"The Church of God Seventh Day Pentecostal, Inc.",FY11,,
BK203,(R691),"The Church of God Seventh Day Pentecostal, Inc.",FY12,,
BK203,(R691),"The Church of God Seventh Day Pentecostal, Inc.",FY13,,
BK203,R691,The Church of God Seventh Day Pentecostal Inc.,FY14,,
BK204,(R272),BRC - Supported Housing Program,FY10,,
BK204,(R272),BRC - Supported Housing Program,FY11,,
BK204,(R272),BRC - Supported Housing Program,FY12,,
BK205,(R696),Trinity Human Services Corp,FY10,,
BK205,(R696),Trinity Human Services Corp,FY11,,
BK21,(R127),Neighbors Together,FY10,,
BK21,(R127),Neighbors Together,FY11,,
BK21,(R127),Neighbors Together,FY12,,
BK21,(R127),Neighbors Together,FY13,,
BK21,R127,Neighbors Together,FY14,,
BK211,(R715),Overcoming Love Ministries - Soup Kitchen,FY11,,
BK211,(R715),Overcoming Love Ministries - Soup Kitchen,FY12,,
BK211,(R715),Overcoming Love Ministries - Soup Kitchen,FY13,,
BK211,R715,Overcoming Love Ministries - Soup Kitchen,FY14,,
BK212,(R716),Mount Hebron Food for Life Food Pantry,FY12,,
BK212,(R716),Mount Hebron Food for Life Food Pantry,FY13,,
BK212,R716,Mount Hebron Food for Life Food Pantry,FY14,,
BK214,(R728),Congregation House of Israel,FY12,,
BK214,(R728),Congregation House of Israel,FY13,,
BK214,R728,Congregation House of Israel,FY14,,
BK215,(R729),The Greenpoint Reformed Church,FY12,,
BK215,(R729),The Greenpoint Reformed Church,FY13,,
BK215,R729,The Greenpoint Reformed Church,FY14,,
BK216,(R730),Trinity Human Services,FY12,,
BK216,(R730),Trinity Human Services,FY13,,
BK216,R730,Trinity Human Services,FY14,,
BK22,(R129),Center for Elimination of Violence,FY10,,
BK22,(R129),Center for Elimination of Violence,FY11,,
BK22,(R129),Center for Elimination of Violence,FY12,,
BK22,(R129),Center for Elimination of Violence,FY13,,
BK222,(R756),Gethsemane SDA Church,FY12,,
BK222,(R756),Gethsemane SDA Church,FY13,,
BK222,R756,Gethsemane SDA Church,FY14,,
BK23,(R132),Upper Room Gospel Baptist Church,FY10,,
BK23,(R132),Upper Room Gospel Baptist Church,FY11,,
BK23,(R132),Upper Room Gospel Baptist Church,FY12,,
BK23,(R132),Upper Room Gospel Baptist Church,FY13,,
BK23,R132,Upper Room Gospel Baptist Church,FY14,,
BK231,(R777),Pentecostal Rescue House,FY13,,
BK231,R777,Pentecostal Rescue House,FY14,,
BK232,(R779),Christ The Rock International,FY12,,
BK232,(R779),Christ The Rock International,FY13,,
BK232,R779,Christ The Rock International,FY14,,
BK233,(R781),Unity Fellowship of Christ Church,FY12,,
BK233,(R781),Unity Fellowship of Christ Church,FY13,,
BK233,R781,Unity Fellowship of Christ Church,FY14,,
BK235,(R783),Christian Church of Canarsie,FY12,,
BK235,(R783),Christian Church of Canarsie,FY13,,
BK235,R783,Christian Church of Canarsie,FY14,,
BK236,(R786),St. Anthony's Baptist Church Fellowship Kitchen,FY13,,
BK236,R786,St. Anthony's Baptist Church,FY14,,
BK237,(R787),Triumphant Full Gospel Church,FY12,,
BK237,(R787),Triumphant Full Gospel Church,FY13,,
BK237,R787,Triumphant Full Gospel,FY14,,
BK238,(R791),Solid Rock Baptist Church,FY12,,
BK238,(R791),Solid Rock Baptist Church,FY13,,
BK238,R791,Solid Rock Baptist Church,FY14,,
BK239,(R793),Masbia of Boro Park,FY13,,
BK239,R793,Masbia of Boro Park,FY14,,
BK24,(R133),Overcoming-Love Ministries,FY10,,
BK24,(R133),Overcoming-Love Ministries,FY11,,
BK24,(R133),Overcoming-Love Ministries,FY12,,
BK24,(R133),Overcoming-Love Ministries,FY13,,
BK24,R133,Overcoming-Love Ministries,FY14,,
BK240,(R798),Fernande Valma Ministries,,,
BK240,R798,Fernande Valme Ministries,,,
BK241,(R799),Crossover Baptist Church,,,
BK241,R799,Crossover Baptist Church,,,
BK242,(R802),Liberty Hall Church of God,,,
BK242,R802,Liberty Hall Church of God,,,
BK243,(R804),Recovery of Worship Brooklyn,,,
BK243,R804,Recovery House of Brooklyn,,,
BK25,(R134),SA - Bushwick Corps,FY10,,
BK25,(R134),SA - Bushwick Corps,FY11,,
BK25,(R134),SA - Bushwick Corps,FY12,,
BK25,(R134),SA - Bushwick Corps,FY13,,
BK25,R134,SA - Bushwick Corps,FY14,,
BK26,(R136),Las Maravillas Del Exodo,FY10,,
BK26,(R136),Las Maravillas Del Exodo,FY11,,
BK26,(R136),Las Maravillas Del Exodo,FY12,,
BK26,(R136),Las Maravillas Del Exodo,FY13,,
BK26,R136,Las Maravillas Del Exodo,FY14,,
BK27,(R137),Miller Avenue Block Association,FY10,,
BK27,(R137),Miller Avenue Block Association,FY11,,
BK27,(R137),Miller Avenue Block Association,FY12,,
BK27,(R137),Miller Avenue Block Association,FY13,,
BK27,R137,Miller Avenue Block Association,FY14,,
BK282,(R931),New Church International,,,
BK282,R931,New Church International,,,
BK283,(R934),Children of Light Ministry,,,
BK283,R934,Children of the Light Ministry,,,
BK29,(R138),CAMBA - The Gathering Place,,,
BK29,(R138),CAMBA - The Gathering Place,,,
BK29,(R138),CAMBA - The Gathering Place,,,
BK31,(R140),Helping Hands Christian Community Center,,,
BK31,(R140),Helping Hands Christian Community Center,,,
BK31,(R140),Helping Hands Christian Community Center,,,
BK31,(R140),Helping Hands Christian Community Center,,,
BK32,(R141),Ebenezer Haitian Baptist Church,FY10,,
BK32,(R141),Ebenezer Haitian Baptist Church,FY11,,
BK32,(R141),Ebenezer Haitian Baptist Church,FY12,,
BK32,(R141),Ebenezer Haitian Baptist Church,FY13,,
BK32,R141,Ebenezer Haitian Baptist Church,FY14,,
BK33,(R142),Full Gospel Assembly Church,FY10,,
BK33,(R142),Full Gospel Assembly Church,FY11,,
BK33,(R142),Full Gospel Assembly Church,FY12,,
BK33,(R142),Full Gospel Assembly Church,FY13,,
BK33,R142,Full Gospel Assembly Church,FY14,,
